"experiment_abbreviated"	"Genes"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"threshold"	"SGD_name"
"F60_P8"	"YOR128C"	3.41024970482353	9.41999275803114	10.9536422299475	2.17595595727007e-08	3.69808233696426e-07	9.57954845877435	"TRUE"	"S000005654"
"F60_P8"	"YOR134W"	-2.0484497269902	7.63119021035467	-3.38313919008364	0.00428847169981205	0.0120701191572223	-2.94776003299519	"TRUE"	"S000005660"
"F60_P8"	"YOR136W"	3.1526979072549	8.52328161898616	15.8467770579635	1.55046109145544e-10	1.01198500318984e-08	14.6088771151532	"TRUE"	"S000005662"
"F60_P8"	"YOR137C"	2.38275439088235	6.59941023328547	6.55169324222291	1.10221608216329e-05	6.70084394179155e-05	3.14044468006424	"TRUE"	"S000005663"
"F60_P8"	"YOR138C"	3.12392568548039	7.11726047975952	8.80305588471609	3.4705754129206e-07	3.52659520707375e-06	6.72096049001064	"TRUE"	"S000005664"
"F60_P8"	"YOR142W"	2.44145618613726	9.16360470986159	11.2805271136956	1.48345036083766e-08	2.71642485179894e-07	9.97337017566092	"TRUE"	"S000005668"
"F60_P8"	"YOR154W"	3.60382852813726	7.44293948976471	11.4839824631479	1.1740217741019e-08	2.31733166134881e-07	10.213600869088	"TRUE"	"S000005680"
"F60_P8"	"YOR157C"	4.2758172357451	8.5462011779827	15.1579145986816	2.8477014631976e-10	1.47071339159996e-08	13.9981974873091	"TRUE"	"S000005683"
"F60_P8"	"YOR161C-C"	-2.9090557064902	4.52746864117301	-8.15701787607241	8.77671668081262e-07	7.67890532624716e-06	5.76046131631128	"TRUE"	"S000028712"
"F60_P8"	"YOR163W"	3.91297469143137	6.92626006758305	15.5285285018546	2.04710497236414e-10	1.18026100014437e-08	14.3300987981303	"TRUE"	"S000005689"
"F60_P8"	"YOR164C"	2.25501694901961	7.67205101432007	5.40125524552745	8.36779910418808e-05	0.000381590290053395	1.04870927027608	"TRUE"	"S000005690"
"F60_P8"	"YOR173W"	5.8513410657451	8.48109607482007	16.96982074042	6.0446355062302e-11	5.57949879122387e-09	15.5493380635041	"TRUE"	"S000005699"
"F60_P8"	"YOR177C"	-2.36864950903922	6.43563128611765	-5.3526825115406	9.15178322532623e-05	0.000412567041246804	0.956601615544834	"TRUE"	"S000005703"
"F60_P8"	"YOR183W"	-3.60648634521569	5.12291651177509	-15.8907535134777	1.49264443424431e-10	9.80261983699084e-09	14.6469580422934	"TRUE"	"S000005709"
"F60_P8"	"YOR184W"	3.18307528843138	8.96095908809689	11.184424252983	1.65874616900075e-08	2.9614712897172e-07	9.85860409819689	"TRUE"	"S000005710"
"F60_P8"	"YOR187W"	2.6108236747647	8.81864552170242	5.01470845294805	0.000172123788081092	0.000726676579918548	0.307971469644482	"TRUE"	"S000005713"
"F60_P8"	"YOR192C"	-3.24585132376471	6.49349761629412	-11.5432195865766	1.0974157658776e-08	2.19462525059619e-07	10.2828563327487	"TRUE"	"S000005718"
"F60_P8"	"YOR192C-C"	-4.55081363607844	8.31481568643945	-12.1738180597805	5.44299462008547e-09	1.28399156902637e-07	11.0014842589784	"TRUE"	"S000028857"
"F60_P8"	"YOR193W"	-3.80830454066667	8.57120172598789	-7.43765761125926	2.61700781756689e-06	1.94429791697585e-05	4.62889547950497	"TRUE"	"S000005719"
"F60_P8"	"YOR195W"	-3.01725382772549	6.50591348113841	-9.04566795402189	2.47987261155399e-07	2.66229714574398e-06	7.06869944963463	"TRUE"	"S000005721"
"F60_P8"	"YOR201C"	2.42248775641177	7.08686775945156	8.59053785118355	4.68408695402064e-07	4.5552103385581e-06	6.41062179447389	"TRUE"	"S000005727"
"F60_P8"	"YOR202W"	2.88310047831372	8.1420026089481	7.00313544362657	5.22845424215015e-06	3.50066234627032e-05	3.91222072761544	"TRUE"	"S000005728"
"F60_P8"	"YOR207C"	2.60279349711765	8.67575364343253	9.16938425823167	2.09446650414935e-07	2.33330148038167e-06	7.24338955255366	"TRUE"	"S000005733"
"F60_P8"	"YOR213C"	-2.70468124488236	8.43212558467128	-12.1007603364858	5.89442219598642e-09	1.36624744538343e-07	10.9199309122115	"TRUE"	"S000005739"
"F60_P8"	"YOR227W"	2.02237608056863	7.86138851899308	8.62277550755025	4.47431823201084e-07	4.38326626798926e-06	6.45804766505047	"TRUE"	"S000005753"
"F60_P8"	"YOR228C"	-2.33011698170588	8.88934687912803	-6.346881563723	1.56026453895997e-05	8.9824969859281e-05	2.78109196412347	"TRUE"	"S000005754"
"F60_P8"	"YOR230W"	2.99113868820588	7.60798290115052	5.33474240763751	9.46031449285783e-05	0.000425394276794228	0.922509312391645	"TRUE"	"S000005756"
"F60_P8"	"YOR233W"	-2.11255854305882	8.07839247117301	-7.76485507021274	1.57943043457646e-06	1.2643762523295e-05	5.1519253546071	"TRUE"	"S000005759"
